year,university,school,degree,Key
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering ^,4597
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Naval Architecture **,4598
2019,Singapore Institute of Technology,SIT-Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering **,4599
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,4600
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),4601
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),4602
2019,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,4603
2019,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,4604
2019,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,4605
2019,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology **,4606
2019,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,4607
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,4608
2019,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,4609
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,4610
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,4611
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,4612
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,4613
2019,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,4614
2019,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,4615
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,4616
2019,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),4617
2019,Singapore Management University,School of Business (4-year programme) *,Business Management,4618
2019,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),4619
2019,Singapore Management University,School of Economics (4-year programme) *,Economics,4620
2019,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),4621
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,4622
2019,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),4623
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,4624
2019,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),4625
2019,Singapore Management University,School of Law (4-year programme) *,Law #,4626
2019,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,4627
2019,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,4628
2019,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,4629
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,4630
2019,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,4631
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),4632
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),4633
2019,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),4634
2019,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),4635
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,4636
2020,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,4637
2020,Nanyang Technological University,College of Business (Nanyang Business School),Business,4638
2020,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,4639
2020,Nanyang Technological University,College of Engineering,Aerospace Engineering,4640
2020,Nanyang Technological University,College of Engineering,Bioengineering,4641
2020,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,4642
2020,Nanyang Technological University,College of Engineering,Civil Engineering,4643
2020,Nanyang Technological University,College of Engineering,Computer Engineering,4644
2020,Nanyang Technological University,College of Engineering,Computer Science,4645
2020,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,4646
2020,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,4647
2020,Nanyang Technological University,College of Engineering,Environmental Engineering,4648
2020,Nanyang Technological University,College of Engineering,Information Engineering and Media,4649
2020,Nanyang Technological University,College of Engineering,Maritime Studies,4650
2020,Nanyang Technological University,College of Engineering,Materials Engineering,4651
2020,Nanyang Technological University,College of Engineering,Mechanical Engineering,4652
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",4653
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,4654
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,4655
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,4656
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,4657
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,4658
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,4659
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,4660
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,4661
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,4662
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,4663
2020,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,4664
2020,Nanyang Technological University,College of Science,Biological Sciences,4665
2020,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,4666
2020,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,4667
2020,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,4668
2020,Nanyang Technological University,College of Science,Mathematical Sciences,4669
2020,Nanyang Technological University,College of Science,Mathematics and Economics,4670
2020,Nanyang Technological University,College of Science,Physics and Applied Physics,4671
2020,Nanyang Technological University,Sports Science and Management,Sports Science and Management,4672
2020,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),4673
2020,Nanyang Technological University,National Institute of Education (NIE),Science (with Education),4674
2020,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,4675
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,4676
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),4677
2020,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,4678
2020,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,4679
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),4680
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),4681
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),4682
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),4683
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,4684
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),4685
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),4686
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),4687
2020,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),4688
2020,National University of Singapore,Faculty of Law,Bachelor of Laws #,4689
2020,National University of Singapore,Faculty of Science,Bachelor of Science,4690
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),4691
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,4692
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,4693
2020,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics) ^,4694
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration ^,4695
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),4696
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,4697
2020,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),4698
2020,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),4699
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,4700
2020,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),4701
2020,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),4702
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),4703
2020,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design) ^,4704
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),4705
2020,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),4706
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery #,4707
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),4708
2020,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),4709
2020,National University of Singapore,YST Conservatory of Music,Bachelor of Music,4710
2020,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,4711
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),4712
2020,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,4713
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,4714
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,4715
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,4716
2020,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,4717
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,4718
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),4719
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),4720
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,4721
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),4722
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),4723
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),4724
2020,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,4725
2020,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),4726
2020,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,4727
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,4728
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,4729
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,4730
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,4731
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,4732
2020,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,4733
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),4734
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),4735
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),4736
2020,Singapore Institute of Technology,SIT / SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) ^,4737
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,4738
2020,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,4739
2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,4740
2020,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,4741
2020,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,4742
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,4743
2020,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,4744
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,4745
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems ^,4746
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,4747
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,4748
2020,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,4749
2020,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,4750
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,4751
2020,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),4752
2020,Singapore Management University,School of Business (4-year programme) *,Business Management,4753
2020,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),4754
2020,Singapore Management University,School of Economics (4-year programme) *,Economics,4755
2020,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),4756
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,4757
2020,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),4758
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,4759
2020,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),4760
2020,Singapore Management University,School of Law (4-year programme) *,Law #,4761
2020,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,4762
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education ^,4763
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,4764
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,4765
2020,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,4766
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance ^,4767
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,4768
2020,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management ^,4769
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),4770
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),4771
2020,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),4772
2020,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),4773
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,4774
2021,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,4775
2021,Nanyang Technological University,College of Business (Nanyang Business School),Business,4776
2021,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Business and Computer Engineering/Computing,4777
2021,Nanyang Technological University,College of Engineering,Aerospace Engineering,4778
2021,Nanyang Technological University,College of Engineering,Bioengineering,4779
2021,Nanyang Technological University,College of Engineering,Chemical and Biomolecular Engineering,4780
2021,Nanyang Technological University,College of Engineering,Civil Engineering,4781
2021,Nanyang Technological University,College of Engineering,Computer Engineering,4782
2021,Nanyang Technological University,College of Engineering,Computer Science,4783
2021,Nanyang Technological University,College of Engineering,Double Degree in Engineering and Economics ^,4784
2021,Nanyang Technological University,College of Engineering,Electrical and Electronic Engineering,4785
2021,Nanyang Technological University,College of Engineering,Environmental Engineering,4786
2021,Nanyang Technological University,College of Engineering,Information Engineering and Media,4787
2021,Nanyang Technological University,College of Engineering,Maritime Studies,4788
2021,Nanyang Technological University,College of Engineering,Materials Engineering,4789
2021,Nanyang Technological University,College of Engineering,Mechanical Engineering,4790
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design and Media",4791
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,4792
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,4793
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,4794
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,4795
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,4796
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,4797
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics and Multilingual Studies,4798
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,4799
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,4800
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,4801
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,4802
2021,Nanyang Technological University,College of Science,Biological Sciences / Biomedical Sciences,4803
2021,Nanyang Technological University,College of Science,Biomedical Sciences and Chinese Medicine # ^,4804
2021,Nanyang Technological University,College of Science,Chemistry and Biological Chemistry,4805
2021,Nanyang Technological University,College of Science,Environmental Earth Systems Sciences ^,4806
2021,Nanyang Technological University,College of Science,Mathematical Sciences / Mathematical Sciences and Economics,4807
2021,Nanyang Technological University,College of Science,Physics and Applied Physics,4808
2021,Nanyang Technological University,Sports Science and Management,Sports Science and Management,4809
2021,Nanyang Technological University,National Institute of Education (NIE),Arts (with Education),4810
2021,Nanyang Technological University,National Institute of Education (NIE),Science (with Education) ^,4811
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine #,4812
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,4813
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),4814
2021,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,4815
2021,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,4816
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),4817
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),4818
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),4819
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),4820
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,4821
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),4822
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),4823
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),4824
2021,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),4825
2021,National University of Singapore,Faculty of Law,Bachelor of Laws #,4826
2021,National University of Singapore,Faculty of Science,Bachelor of Science,4827
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),4828
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) ^,4829
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,4830
2021,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),4831
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration,4832
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),4833
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,4834
2021,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),4835
2021,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),4836
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) ^,4837
2021,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),4838
2021,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),4839
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture),4840
2021,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),4841
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),4842
2021,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),4843
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,4844
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),4845
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),4846
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,4847
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,4848
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,4849
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),4850
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,4851
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,4852
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,4853
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,4854
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,4855
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,4856
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),4857
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),4858
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,4859
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,4860
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),4861
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) ^,4862
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),4863
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,4864
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),4865
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),4866
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,4867
2021,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),4868
2021,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,4869
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,4870
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,4871
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,4872
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,4873
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,4874
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,4875
2021,Singapore Institute of Technology,SIT-Trinity College Dublin,Bachelor of Science (Physiotherapy),4876
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,4877
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,4878
2021,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,4879
2021,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology ^,4880
2021,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,4881
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,4882
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,4883
2021,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,4884
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,4885
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),4886
2021,Singapore Management University,School of Business (4-year programme) *,Business Management,4887
2021,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),4888
2021,Singapore Management University,School of Economics (4-year programme) *,Economics,4889
2021,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),4890
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,4891
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),4892
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,4893
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),4894
2021,Singapore Management University,School of Law (4-year programme) *,Law #,4895
2021,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,4896
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,4897
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,4898
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,4899
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,4900
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Business Analytics,4901
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,4902
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,4903
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management,4904
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Computer Science and Design),4905
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),4906
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),4907
2021,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),4908
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,4909
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),4910
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,4911
2022,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,4912
2022,National University of Singapore,Faculty of Law,Bachelor of Laws #,4913
2022,National University of Singapore,Faculty of Science,Bachelor of Science ^,4914
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),4915
